,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
1895,Mount Rushmore National Memorial,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Sitting,2016-06-22,"43.88085505,-103.45382307190053",43.88085505,-103.45382307190052,
1896,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Female,25-34,Suicide,2016-06-22,"37.8756699,-81.0775981",37.8756699,-81.0775981,
1897,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-06-22,"37.8756699,-81.0775981",37.8756699,-81.0775981,
1898,Dinosaur National Monument,Drowning,Drowning,Unintentional,Fatal Injury,Female,55-64,Vessel Related,2016-06-24,"40.493692800000005,-109.00078700419235",40.493692800000005,-109.00078700419236,
1899,Arches National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,45-54,Hiking,2016-06-25,"38.72652525,-109.56302009799683",38.72652525,-109.56302009799684,
1900,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Walking,2016-06-27,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1901,Olympic National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Driving ,2016-06-30,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
1902,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Not Reported,2016-06-30,"37.8499275,-122.5177518",37.8499275,-122.5177518,
1903,Colonial National Historical Park,Homicide,Homicide,Intentional,Fatal injury,Male,15-24,Homicide,2016-07-01,"None,None",,,
1904,Lava Beds National Monument,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2016-07-02,"41.76992415,-121.52647961533057",41.76992415,-121.52647961533056,
1905,Acadia National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Swimming,2016-07-02,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
1906,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving ,2016-07-02,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1907,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Not Reported,2016-07-03,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1908,Blue Ridge Parkway,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other,2016-07-03,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1909,Lyndon B Johnson National Historical Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other,2016-07-04,"30.2508201,-98.62407394042495",30.2508201,-98.62407394042496,
1910,Yosemite National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-07-05,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1911,Sleeping Bear Dunes National Lakeshore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-07-05,"44.9309354,-85.898383350452",44.9309354,-85.898383350452,
1912,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-07-06,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
1913,Colonial National Historical Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2016-07-07,"None,None",,,
1914,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-07-07,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
1915,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal Injury,Female,35-44,Photographing,2016-07-08,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1916,Biscayne National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Diving - Free,2016-07-09,"25.503122349999998,-80.23484963198766",25.50312235,-80.23484963198766,
1917,National Mall & Memorial Parks,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving ,2016-07-09,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
1918,National Mall & Memorial Parks,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-07-09,"38.8854281,-77.0414734922376",38.8854281,-77.0414734922376,
1919,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2016-07-10,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1920,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2016-07-12,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1921,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Hiking,2016-07-12,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1922,Olympic National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Other,2016-07-13,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
1923,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-07-13,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1924,Blue Ridge Parkway,Lightning Strike,Environmental,Unintentional,Fatal Injury,Male,45-54,Driving ,2016-07-16,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1925,Gateway National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-07-16,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
1926,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-07-16,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
1927,Little River Canyon National Preserve,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving ,2016-07-17,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
1928,Little River Canyon National Preserve,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-07-17,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
1929,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Walking,2016-07-18,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
1930,Dinosaur National Monument,Fall,Fall,Unintentional,Fatal Injury,Female,65+,Hiking,2016-07-19,"40.493692800000005,-109.00078700419235",40.493692800000005,-109.00078700419236,
1931,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-07-19,"38.9269178,-76.9281543",38.9269178,-76.9281543,
1932,Lake Mead National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,55-64,Suicide,2016-07-20,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1933,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-07-21,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
1934,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-07-22,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
1935,Glacier National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Other,2016-07-22,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
1936,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-07-22,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
1937,Valley Forge National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-07-22,"40.1006378,-75.44443767012535",40.1006378,-75.44443767012535,
1938,Grand Teton National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing,2016-07-23,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
1939,Yosemite National Park,Horseback riding incident,Other Transportation,Unintentional,Fatal Injury,Male,65+,Horseback (or mule) riding,2016-07-23,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1940,Rocky Mountain National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-07-23,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
1941,Lake Mead National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Vessel Related,2016-07-24,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1942,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-07-26,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
1943,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Hiking,2016-07-27,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1944,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other,2016-07-27,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
1945,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-07-27,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
1946,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving ,2016-07-28,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1947,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2016-07-28,"37.8756699,-81.0775981",37.8756699,-81.0775981,
1948,Glen Canyon National Recreation Area,Vessel Incident,Other Transportation,Unintentional,Fatal injury,Male,15-24,Vessel Related,2016-07-28,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
1949,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Hiking,2016-07-29,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1950,George Washington Memorial Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2016-07-29,"38.9634363,-77.1785451",38.9634363,-77.1785451,
1951,Mojave National Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported,2016-07-29,"35.095867150000004,-115.53965353405067",35.095867150000004,-115.53965353405069,
1952,New River Gorge National River,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Vessel Related,2016-07-30,"37.8756699,-81.0775981",37.8756699,-81.0775981,
1953,Coronado National Memorial,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-07-30,"31.3501312,-110.25653365692456",31.3501312,-110.25653365692456,
1954,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Hiking,2016-07-30,"37.8499275,-122.5177518",37.8499275,-122.5177518,
1955,Gateway National Recreation Area,Homicide,Homicide,Intentional,Fatal injury,Female,25-34,Homicide,2016-08-02,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
1956,Anacostia Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,Not Reported,Not Reported,2016-08-02,"38.8733578,-76.9834023",38.8733578,-76.9834023,
1957,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Not Reported,2016-08-05,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
1958,Curecanti National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Not Reported,2016-08-05,"38.45244285,-107.36947129148112",38.45244285,-107.36947129148112,
1959,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving ,2016-08-06,"38.9269178,-76.9281543",38.9269178,-76.9281543,
1960,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-08-06,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
1961,Blue Ridge Parkway,Bicycle only crash,Other Transportation,Unintentional,Fatal injury,Male,65+,Bicycling,2016-08-07,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1962,Indiana Dunes National Park,Poisoning - alcohol,Poisoning,Unintentional,Fatal Injury,Male,35-44,Camping,2016-08-07,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
1963,Crater Lake National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Driving ,2016-08-08,"42.931692,-122.12783655607095",42.931692,-122.12783655607096,
1964,Apostle Islands National Lakeshore,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Wading,2016-08-10,"46.93749575,-90.58241535263556",46.93749575,-90.58241535263556,
1965,Great Smoky Mountains National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2016-08-10,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
1966,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Female,55-64,Swimming,2016-08-11,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
1967,Lake Roosevelt National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,Not Reported,Swimming,2016-08-13,"48.331587049999996,-118.17131269924732",48.33158705,-118.17131269924732,
1968,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-08-13,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1969,Joshua Tree National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,55-64,Hiking,2016-08-13,"33.89706715,-115.95111578868344",33.89706715,-115.95111578868344,
1970,Mount Rainier National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking,2016-08-13,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
1971,Gulf Islands National Seashore,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2016-08-13,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
1972,Golden Gate National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Vessel Related,2016-08-14,"37.8499275,-122.5177518",37.8499275,-122.5177518,
1973,Colonial National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2016-08-14,"None,None",,,
1974,Olympic National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related,2016-08-17,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
1975,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,55-64,Suicide,2016-08-17,"37.8499275,-122.5177518",37.8499275,-122.5177518,
1976,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-08-18,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1977,Big Thicket National Preserve,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Other,2016-08-20,"30.243261500000003,-94.45796144157939",30.243261500000003,-94.4579614415794,
1978,Arches National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2016-08-21,"38.72652525,-109.56302009799683",38.72652525,-109.56302009799684,
1979,Gateway National Recreation Area,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2016-08-21,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
1980,Hopewell Culture National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2016-08-22,"39.384508600000004,-82.98398973376784",39.3845086,-82.98398973376784,
1981,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Female,25-34,Swimming,2016-08-23,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
1982,Assateague Island National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,65+,Other,2016-08-23,"38.14859785,-75.18583328346526",38.14859785,-75.18583328346526,
1983,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,15-24,Suicide,2016-08-24,"37.8499275,-122.5177518",37.8499275,-122.5177518,
1984,Yellowstone National Park,Fall,Fall,Unintentional,Fatal Injury,Female,15-24,Walking,2016-08-26,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
1985,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Wildlife watching,2016-08-26,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
1986,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-08-27,"41.6752532,-75.05523065122534",41.6752532,-75.05523065122534,
1987,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-08-27,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
1988,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Driving ,2016-08-27,"32.0071549,-90.8585141",32.0071549,-90.8585141,
1989,Lake Mead National Recreation Area,Water diving incident,Environmental,Unintentional,Fatal Injury,Male,45-54,Diving - Scuba,2016-08-27,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1990,Death Valley National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,35-44,Walking,2016-08-28,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
1991,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,55-64,Snorkeling,2016-08-28,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
1992,Assateague Island National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming,2016-08-30,"38.14859785,-75.18583328346526",38.14859785,-75.18583328346526,
1993,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,55-64,Climbing,2016-08-30,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
1994,Grand Teton National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Climbing,2016-08-31,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
1995,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Walking,2016-08-31,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
1996,Blue Ridge Parkway,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,Not Reported,Not Reported,2016-09-01,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
1997,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-09-01,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
1998,Missouri National Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-09-04,"42.835209,-98.1587675425437",42.835209,-98.1587675425437,
1999,Acadia National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving ,2016-09-04,"44.356311500000004,-68.21547874304889",44.3563115,-68.21547874304889,
2000,Sleeping Bear Dunes National Lakeshore,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Vessel Related,2016-09-05,"44.9309354,-85.898383350452",44.9309354,-85.898383350452,
2001,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-09-05,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
2002,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Climbing,2016-09-05,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
2003,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-09-05,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2004,George Washington Memorial Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-09-05,"38.9634363,-77.1785451",38.9634363,-77.1785451,
2005,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2016-09-06,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
2006,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Climbing,2016-09-07,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
2007,Wind Cave National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving ,2016-09-07,"43.5788651,-103.47085320691701",43.5788651,-103.470853206917,
2008,Bandelier National Monument,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide,2016-09-08,"35.78447335,-106.3128786492563",35.78447335,-106.3128786492563,
2009,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming,2016-09-09,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2010,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Swimming,2016-09-09,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2011,Blue Ridge Parkway,Homicide,Homicide,Intentional,Fatal injury,Female,0-14,Homicide,2016-09-09,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2012,Blue Ridge Parkway,Homicide,Homicide,Intentional,Fatal injury,Not Reported,Not Reported,Homicide,2016-09-09,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2013,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Female,0-14,Vessel Related,2016-09-10,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
2014,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other,2016-09-10,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
2015,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-09-11,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
2016,Grand Canyon National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Vessel Related,2016-09-11,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
2017,Canyonlands National Park,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Hiking,2016-09-11,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
2018,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported,2016-09-11,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
2019,Great Smoky Mountains National Park,Fall,Fall,Unintentional,Fatal Injury,Female,65+,Photographing,2016-09-12,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
2020,Gateway National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,Not Reported,Not Reported,2016-09-14,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
2021,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Other,2016-09-16,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
2022,Buffalo National River,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-09-16,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
2023,Everglades National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported,2016-09-16,"25.36794425,-80.87830662413266",25.36794425,-80.87830662413266,
2024,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Vessel Related,2016-09-17,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
2025,Sequoia & Kings Canyon National Parks,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2016-09-17,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
2026,Saguaro National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,55-64,Hiking,2016-09-17,"32.16837575,-110.6183452396687",32.16837575,-110.6183452396687,
2027,Yellowstone National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2016-09-19,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
2028,Crater Lake National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2016-09-19,"42.931692,-122.12783655607095",42.931692,-122.12783655607096,
2029,Curecanti National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving ,2016-09-19,"38.45244285,-107.36947129148112",38.45244285,-107.36947129148112,
2030,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,45-54,Climbing,2016-09-20,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
2031,Rocky Mountain National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Other,2016-09-22,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
2032,Chesapeake & Ohio Canal National Historical Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,Not Reported,Not Reported,2016-09-24,"36.7168315,-76.2494453",36.7168315,-76.2494453,
2033,Padre Island National Seashore,Homicide,Homicide,Intentional,Fatal injury,Male,45-54,Homicide,2016-09-25,"27.04553605,-97.39789075348415",27.04553605,-97.39789075348416,
2034,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving ,2016-09-26,"32.0071549,-90.8585141",32.0071549,-90.8585141,
2035,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2016-09-26,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
2036,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving ,2016-09-28,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
2037,Gateway National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Female,25-34,Suicide,2016-09-30,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
2038,Rocky Mountain National Park,Fall,Fall,Unintentional,Fatal Injury,Male,55-64,Hiking,2016-10-01,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
2039,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Female,15-24,Hiking,2016-10-01,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
2040,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Swimming,2016-10-02,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
2041,Bandelier National Monument,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Female,65+,Other,2016-10-03,"35.78447335,-106.3128786492563",35.78447335,-106.3128786492563,
2042,Yellowstone National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Driving ,2016-10-05,"44.6200885,-110.56068933143061",44.6200885,-110.5606893314306,
